respondentID;seen;fan;gender;age_group;income;loc;yoda;princess_leia_organa
3289902920;да;да;М;30-44;100.000 - 149.999;Новая Англия;очень нравится;очень нравится
3289902115;да;нет;Ж;30-44;50.000 - 99.999;Новая Англия;нравится;нравится
3289901820;да;да;М;45-60;50.000 - 99.999;Северо-Западный центральный;очень нравится;очень нравится
3289901633;да;нет;Ж;30-44;150.000+;Средне-Атлантический;нравится;очень нравится
3289897826;да;да;М;> 60;25.000 - 49.999;Южно-Атлантический;очень нравится;очень нравится
3289896565;да;да;Ж;30-44;25.000 - 49.999;Юго-Западный центральный;очень нравится;очень нравится
3289895732;да;да;Ж;18-29;25.000 - 49.999;Тихоокеанский;очень нравится;нравится
3289894873;нет;;Ж;18-29;0 - 24.999;Северо-Западный центральный;;
3289891069;нет;;М;30-44;25.000 - 49.999;Средне-Атлантический;;
3289890495;нет;;Ж;45-60;;Северо-Западный центральный;;
3289888113;нет;;Ж;30-44;150.000+;Северо-Восточный центральный;;
3289888015;да;да;Ж;30-44;50.000 - 99.999;Тихоокеанский;очень нравится;очень нравится
3289885747;да;нет;М;> 60;100.000 - 149.999;Северо-Восточный центральный;очень нравится;нравится
3289878528;да;да;Ж;30-44;50.000 - 99.999;Горный;очень нравится;очень нравится
3289877093;да;да;М;45-60;100.000 - 149.999;Юго-Западный центральный;очень нравится;очень нравится
3289874408;да;да;М;30-44;50.000 - 99.999;Новая Англия;очень нравится;очень нравится
3289873978;да;да;Ж;45-60;50.000 - 99.999;Северо-Западный центральный;нравится;очень нравится
3289870772;да;нет;М;45-60;25.000 - 49.999;Северо-Восточный центральный;нравится;нравится
3289868197;да;да;М;> 60;50.000 - 99.999;Юго-Западный центральный;нравится;очень нравится
3289866531;да;да;М;> 60;50.000 - 99.999;Северо-Восточный центральный;очень нравится;очень нравится
3289866259;нет;;Ж;> 60;100.000 - 149.999;Северо-Восточный центральный;;
3289865550;да;нет;Ж;45-60;50.000 - 99.999;Северо-Западный центральный;очень нравится;очень нравится
3289864687;да;да;М;45-60;100.000 - 149.999;Северо-Западный центральный;нравится;очень нравится
3289862004;да;;;;;;;
3289861464;да;да;М;> 60;0 - 24.999;Горный;очень нравится;очень нравится
3289857817;да;да;Ж;30-44;50.000 - 99.999;Северо-Западный центральный;очень нравится;очень нравится
3289856887;да;да;Ж;> 60;;Средне-Атлантический;очень нравится;очень нравится
3289856557;нет;;М;> 60;50.000 - 99.999;Горный;;
3289855873;да;да;Ж;18-29;50.000 - 99.999;Средне-Атлантический;очень нравится;очень нравится
3289854601;да;да;М;> 60;;Юго-Западный центральный;очень нравится;очень нравится
3289848909;нет;;Ж;30-44;100.000 - 149.999;Средне-Атлантический;;
3289847932;да;да;М;18-29;25.000 - 49.999;Северо-Восточный центральный;очень нравится;очень нравится
3289844139;да;да;М;> 60;50.000 - 99.999;Северо-Западный центральный;очень нравится;очень нравится
3289843973;да;да;;;;;очень нравится;очень нравится
3289837359;нет;;Ж;> 60;50.000 - 99.999;Северо-Восточный центральный;;
3289835282;да;да;М;> 60;50.000 - 99.999;Северо-Западный центральный;очень нравится;очень нравится
3289834572;нет;;М;> 60;0 - 24.999;Южно-Атлантический;;
3289831274;нет;;Ж;> 60;150.000+;Горный;;
3289830199;нет;;Ж;> 60;50.000 - 99.999;Тихоокеанский;;
3289829982;да;да;Ж;30-44;0 - 24.999;Северо-Восточный центральный;очень нравится;очень нравится
3289822005;да;да;Ж;> 60;;Юго-Восточный центральный;очень нравится;очень нравится
3289821310;да;да;Ж;> 60;0 - 24.999;Северо-Восточный центральный;очень нравится;очень нравится
3289815685;да;да;М;30-44;25.000 - 49.999;Северо-Западный центральный;очень нравится;очень нравится
3289813977;да;да;Ж;> 60;25.000 - 49.999;Северо-Восточный центральный;очень нравится;очень нравится
3289812188;да;да;;;;;очень нравится;очень нравится
3289809469;да;да;М;30-44;50.000 - 99.999;Юго-Западный центральный;нравится;очень нравится
3289809255;нет;;М;> 60;50.000 - 99.999;Юго-Западный центральный;;
3289808310;нет;;;;;;;
3289805753;да;;;;;;;
3289805745;нет;;Ж;30-44;50.000 - 99.999;Средне-Атлантический;;
3289804908;да;да;Ж;30-44;100.000 - 149.999;Юго-Западный центральный;очень нравится;очень нравится
3289804326;да;да;М;45-60;25.000 - 49.999;Юго-Восточный центральный;очень нравится;очень нравится
3289804031;да;да;Ж;45-60;50.000 - 99.999;Тихоокеанский;очень нравится;очень нравится
3289802847;да;нет;Ж;30-44;50.000 - 99.999;Юго-Восточный центральный;очень нравится;очень нравится
3289799650;да;да;Ж;30-44;150.000+;Тихоокеанский;очень нравится;отношусь нейтрально
3289799581;да;да;Ж;30-44;50.000 - 99.999;Горный;очень нравится;очень нравится
3289798968;да;нет;Ж;> 60;0 - 24.999;Северо-Восточный центральный;очень нравится;очень нравится
3289798759;да;да;М;30-44;;Северо-Восточный центральный;отношусь нейтрально;нравится
3289797876;нет;;М;30-44;50.000 - 99.999;Северо-Западный центральный;;
3289795859;да;;;;;;;
3289790475;нет;;Ж;30-44;50.000 - 99.999;Юго-Западный центральный;;
3289790146;да;да;М;45-60;150.000+;Средне-Атлантический;очень нравится;очень нравится
3289786719;да;да;М;> 60;100.000 - 149.999;Средне-Атлантический;очень нравится;очень нравится
3289781705;да;да;М;> 60;25.000 - 49.999;Южно-Атлантический;очень нравится;очень нравится
3289779434;нет;;М;30-44;150.000+;Северо-Восточный центральный;;
3289764515;нет;;Ж;30-44;25.000 - 49.999;Северо-Восточный центральный;;
3289758800;да;да;М;30-44;50.000 - 99.999;Средне-Атлантический;нравится;нравится
3289757385;да;да;Ж;30-44;;Северо-Восточный центральный;очень нравится;очень нравится
3289757163;да;да;М;45-60;50.000 - 99.999;Тихоокеанский;нравится;очень нравится
3289753279;нет;;М;30-44;25.000 - 49.999;Северо-Восточный центральный;;
3289752347;да;нет;Ж;30-44;50.000 - 99.999;Юго-Восточный центральный;нравится;нравится
3289751464;да;да;М;> 60;;Южно-Атлантический;нравится;нравится
3289745316;нет;;Ж;45-60;100.000 - 149.999;Южно-Атлантический;;
3289745063;да;да;М;> 60;25.000 - 49.999;Новая Англия;не нравится;очень нравится
3289737236;да;да;Ж;30-44;25.000 - 49.999;Юго-Западный центральный;очень нравится;очень нравится
3289735954;да;нет;М;> 60;;Горный;нравится;нравится
3289733444;да;да;Ж;> 60;0 - 24.999;Северо-Восточный центральный;очень нравится;очень нравится
3289730973;да;да;Ж;> 60;;Южно-Атлантический;очень нравится;очень нравится
3289727014;да;да;М;> 60;100.000 - 149.999;Новая Англия;очень нравится;очень нравится
3289725827;да;да;Ж;> 60;50.000 - 99.999;Юго-Западный центральный;очень нравится;очень нравится
3289725605;да;да;М;> 60;50.000 - 99.999;Новая Англия;очень нравится;очень нравится
3289722110;да;нет;М;> 60;50.000 - 99.999;Юго-Западный центральный;отношусь нейтрально;отношусь нейтрально
3289713384;нет;;;;;;;
3289711817;да;да;М;30-44;50.000 - 99.999;Средне-Атлантический;очень нравится;очень нравится
3289710382;нет;;Ж;> 60;;Горный;;
3289706727;да;да;Ж;18-29;0 - 24.999;Тихоокеанский;очень нравится;очень нравится
3289706550;да;;;;;;;
3289705195;да;да;М;45-60;100.000 - 149.999;Северо-Восточный центральный;очень нравится;очень нравится
3289700288;да;да;М;18-29;25.000 - 49.999;Новая Англия;очень нравится;очень нравится
3289695941;да;да;М;45-60;25.000 - 49.999;Северо-Восточный центральный;очень нравится;очень нравится
3289693023;да;да;М;> 60;150.000+;Северо-Восточный центральный;очень нравится;очень нравится
3289692258;да;да;М;45-60;0 - 24.999;Средне-Атлантический;очень нравится;очень нравится
3289689591;нет;;Ж;30-44;150.000+;Северо-Восточный центральный;;
3289689331;да;нет;Ж;30-44;25.000 - 49.999;Северо-Западный центральный;очень нравится;нравится
3289688885;да;да;М;> 60;50.000 - 99.999;Юго-Западный центральный;очень нравится;очень нравится
3289686202;нет;;;;;;;
3289685200;нет;;Ж;30-44;50.000 - 99.999;Средне-Атлантический;;
3289684323;да;да;М;30-44;100.000 - 149.999;Северо-Западный центральный;очень нравится;очень нравится
3289681765;да;да;М;45-60;50.000 - 99.999;Южно-Атлантический;очень нравится;очень нравится
3289680108;да;нет;Ж;30-44;;Юго-Западный центральный;очень нравится;очень нравится
3289673695;да;нет;М;45-60;150.000+;Северо-Восточный центральный;нравится;нравится
3289666523;нет;;Ж;> 60;0 - 24.999;Тихоокеанский;;
3289664241;да;да;М;18-29;;Южно-Атлантический;очень нравится;очень нравится
3289653763;да;да;М;> 60;0 - 24.999;Юго-Западный центральный;очень нравится;очень нравится
3289653664;нет;;Ж;> 60;0 - 24.999;Средне-Атлантический;;
3289652167;да;да;Ж;45-60;100.000 - 149.999;Тихоокеанский;очень нравится;нравится
3289649402;нет;;;;;;;
3289648154;нет;;;;;;;
3289646833;нет;;М;> 60;100.000 - 149.999;Юго-Западный центральный;;
3289645505;да;нет;М;> 60;25.000 - 49.999;Северо-Восточный центральный;отношусь нейтрально;очень нравится
3289644365;да;да;М;> 60;100.000 - 149.999;Средне-Атлантический;очень нравится;очень нравится
3289641241;да;нет;Ж;30-44;25.000 - 49.999;Горный;очень нравится;нравится
3289640516;нет;;Ж;45-60;50.000 - 99.999;Горный;;
3289638367;да;да;М;> 60;25.000 - 49.999;Северо-Восточный центральный;нравится;очень нравится
3289633176;да;да;М;> 60;25.000 - 49.999;Северо-Восточный центральный;очень нравится;очень нравится
3289628791;да;нет;М;> 60;;Северо-Восточный центральный;отношусь нейтрально;нравится
3289627503;нет;;Ж;45-60;0 - 24.999;Северо-Западный центральный;;
3289625918;нет;;М;> 60;;Южно-Атлантический;;
3289625905;да;;;;;;;
3289625071;да;да;Ж;45-60;50.000 - 99.999;Новая Англия;очень нравится;очень нравится
3289621004;да;да;Ж;45-60;50.000 - 99.999;Средне-Атлантический;очень нравится;очень нравится
3289619487;да;нет;;;;;нравится;нравится
3289618781;нет;;М;45-60;50.000 - 99.999;Новая Англия;;
3289618768;да;;;;;;;
3289618355;да;;;;;;;
3289616064;да;;;;;;;
3289610618;да;;;;;;;
3289610391;да;нет;Ж;45-60;50.000 - 99.999;Северо-Восточный центральный;нравится;нравится
3289600885;да;нет;Ж;30-44;100.000 - 149.999;Северо-Западный центральный;очень нравится;очень нравится
3289598419;да;нет;Ж;45-60;25.000 - 49.999;Северо-Западный центральный;нравится;нравится
3289597768;нет;;М;> 60;50.000 - 99.999;Южно-Атлантический;;
3289597035;да;да;М;30-44;25.000 - 49.999;Новая Англия;очень нравится;нравится
3289588064;да;нет;М;45-60;;Юго-Западный центральный;очень нравится;нравится
3289582868;да;да;М;30-44;25.000 - 49.999;Горный;нравится;очень нравится
3289582774;да;нет;Ж;> 60;25.000 - 49.999;Средне-Атлантический;очень нравится;очень нравится
3289582090;да;да;Ж;45-60;50.000 - 99.999;Новая Англия;очень нравится;очень нравится
3289573606;да;да;Ж;45-60;50.000 - 99.999;Северо-Западный центральный;очень нравится;очень нравится
3289572808;да;нет;М;> 60;100.000 - 149.999;Южно-Атлантический;очень нравится;очень нравится
3289569955;нет;;М;45-60;100.000 - 149.999;Южно-Атлантический;;
3289567355;да;да;Ж;> 60;;Северо-Восточный центральный;очень нравится;очень нравится
3289564387;да;да;Ж;30-44;50.000 - 99.999;Северо-Восточный центральный;очень нравится;очень нравится
3289563102;нет;;М;> 60;25.000 - 49.999;Северо-Восточный центральный;;
3289561190;да;;;;;;;
3289560376;да;да;Ж;45-60;;Тихоокеанский;очень нравится;очень нравится
3289555540;нет;;Ж;18-29;;Северо-Восточный центральный;;
3289553574;да;;;;;;;
3289553473;да;да;М;30-44;100.000 - 149.999;Северо-Восточный центральный;очень нравится;нравится
3289552996;да;да;Ж;30-44;100.000 - 149.999;Средне-Атлантический;очень нравится;очень нравится
3289552625;да;нет;Ж;30-44;50.000 - 99.999;Новая Англия;очень нравится;очень нравится
3289543778;да;да;Ж;45-60;100.000 - 149.999;Юго-Восточный центральный;отношусь нейтрально;очень нравится
3289540349;да;да;М;18-29;0 - 24.999;Юго-Западный центральный;очень нравится;очень нравится
3289539921;да;да;Ж;30-44;0 - 24.999;Тихоокеанский;нравится;отношусь нейтрально
3289537363;да;да;Ж;30-44;100.000 - 149.999;Тихоокеанский;очень нравится;нравится
3289537293;да;да;М;> 60;50.000 - 99.999;Северо-Восточный центральный;нравится;очень нравится
3289536171;да;нет;Ж;30-44;150.000+;Тихоокеанский;очень нравится;очень нравится
3289533753;да;да;Ж;45-60;50.000 - 99.999;Юго-Восточный центральный;очень нравится;очень нравится
3289531711;да;да;Ж;45-60;0 - 24.999;Тихоокеанский;очень нравится;очень нравится
3289530269;нет;;Ж;> 60;50.000 - 99.999;Юго-Западный центральный;;
3289530042;да;да;М;30-44;25.000 - 49.999;Средне-Атлантический;очень нравится;нравится
3289529064;да;нет;М;45-60;50.000 - 99.999;Южно-Атлантический;нравится;очень нравится
3289528214;нет;;Ж;18-29;0 - 24.999;Южно-Атлантический;;
3289526845;да;нет;М;> 60;100.000 - 149.999;Южно-Атлантический;очень нравится;очень нравится
3289526048;да;нет;Ж;30-44;25.000 - 49.999;Горный;очень нравится;очень нравится
3289522048;да;нет;М;45-60;25.000 - 49.999;Тихоокеанский;нравится;очень нравится
3289512650;нет;;М;> 60;;Тихоокеанский;;
3289510637;да;нет;Ж;18-29;100.000 - 149.999;Тихоокеанский;отношусь нейтрально;отношусь нейтрально
3289510083;да;;;;;;;
3289508774;да;нет;Ж;> 60;0 - 24.999;Южно-Атлантический;очень нравится;нравится
3289505557;да;нет;Ж;18-29;25.000 - 49.999;Северо-Западный центральный;нравится;очень нравится
3289498676;да;да;М;45-60;150.000+;Северо-Восточный центральный;очень нравится;очень нравится
3289498263;да;да;Ж;45-60;50.000 - 99.999;Южно-Атлантический;очень нравится;очень нравится
3289498064;да;да;Ж;45-60;;Новая Англия;очень нравится;очень нравится
3289494245;нет;;Ж;45-60;100.000 - 149.999;Юго-Западный центральный;;
3289492759;да;;;;;;;
3289492075;да;нет;Ж;45-60;25.000 - 49.999;Юго-Западный центральный;очень нравится;очень нравится
3289489736;да;да;Ж;45-60;25.000 - 49.999;Северо-Западный центральный;очень нравится;очень нравится
3289485680;нет;;Ж;30-44;150.000+;Юго-Западный центральный;;
3289484757;да;да;Ж;30-44;25.000 - 49.999;Средне-Атлантический;очень нравится;очень нравится
3289481873;нет;;Ж;30-44;50.000 - 99.999;Северо-Западный центральный;;
3289481310;да;нет;М;> 60;;Южно-Атлантический;очень нравится;нравится
3289472648;да;да;Ж;18-29;0 - 24.999;Средне-Атлантический;очень нравится;очень нравится
3289469330;нет;;Ж;18-29;50.000 - 99.999;Северо-Западный центральный;;
3289467778;да;да;М;45-60;50.000 - 99.999;Северо-Западный центральный;очень нравится;очень нравится
3289467324;да;да;Ж;45-60;100.000 - 149.999;Горный;очень нравится;очень нравится
3289463626;нет;;Ж;45-60;50.000 - 99.999;Юго-Восточный центральный;;
3289463066;да;да;М;45-60;25.000 - 49.999;Северо-Восточный центральный;очень нравится;очень нравится
3289459695;да;;;;;;;
3289458608;да;да;Ж;18-29;50.000 - 99.999;Южно-Атлантический;очень нравится;очень нравится
3289453110;да;да;;;;;очень нравится;нравится
3289450247;да;нет;Ж;> 60;50.000 - 99.999;Новая Англия;очень нравится;нравится
3289450050;да;нет;Ж;> 60;0 - 24.999;Северо-Восточный центральный;отношусь нейтрально;очень нравится
3289449176;да;нет;Ж;30-44;;Северо-Восточный центральный;очень нравится;очень нравится
3289448435;да;да;М;> 60;50.000 - 99.999;Южно-Атлантический;очень нравится;очень нравится
3289445841;да;да;Ж;45-60;150.000+;Юго-Западный центральный;очень нравится;нравится
3289437997;нет;;Ж;> 60;50.000 - 99.999;Горный;;
3289436437;да;да;М;30-44;;Северо-Восточный центральный;очень нравится;нравится
3289434297;да;да;М;45-60;0 - 24.999;Средне-Атлантический;очень нравится;очень нравится
3289425578;да;да;Ж;45-60;;Южно-Атлантический;очень нравится;очень нравится
3289423303;да;да;Ж;45-60;150.000+;Южно-Атлантический;очень нравится;очень нравится
3289419064;нет;;Ж;30-44;100.000 - 149.999;Южно-Атлантический;;
3289418012;да;;;;;;;
3289416615;да;да;М;45-60;0 - 24.999;Северо-Западный центральный;очень нравится;очень нравится
3289415200;нет;;Ж;18-29;0 - 24.999;Северо-Восточный центральный;;
3289414959;да;да;М;45-60;50.000 - 99.999;Юго-Западный центральный;очень нравится;очень нравится
3289414036;да;нет;Ж;45-60;0 - 24.999;Южно-Атлантический;очень нравится;нравится
3289410507;да;да;;;;;очень нравится;очень нравится
3289410455;да;да;М;18-29;150.000+;Южно-Атлантический;очень нравится;очень нравится
3289398157;да;нет;М;45-60;25.000 - 49.999;Южно-Атлантический;нравится;нравится
3289394268;да;да;Ж;18-29;25.000 - 49.999;Северо-Западный центральный;отношусь нейтрально;очень не нравится
3289393495;да;нет;М;> 60;25.000 - 49.999;Южно-Атлантический;отношусь нейтрально;нравится
3289392497;да;да;Ж;30-44;0 - 24.999;Северо-Восточный центральный;очень нравится;очень нравится
3289383220;да;нет;Ж;> 60;50.000 - 99.999;Юго-Западный центральный;очень нравится;очень нравится
3289381739;да;да;Ж;45-60;;Тихоокеанский;отношусь нейтрально;отношусь нейтрально
3289374653;нет;;М;30-44;50.000 - 99.999;Новая Англия;;
3289370623;да;да;Ж;45-60;25.000 - 49.999;Северо-Западный центральный;нравится;очень нравится
3289369318;да;да;Ж;30-44;50.000 - 99.999;Северо-Западный центральный;очень нравится;нравится
3289363684;да;да;М;18-29;50.000 - 99.999;Юго-Западный центральный;очень нравится;очень нравится
3289358306;да;нет;Ж;45-60;50.000 - 99.999;Средне-Атлантический;очень нравится;очень нравится
3289354975;да;да;Ж;18-29;0 - 24.999;Новая Англия;очень нравится;очень нравится
3289351950;да;да;Ж;45-60;50.000 - 99.999;Средне-Атлантический;очень нравится;очень нравится
3289351379;да;да;Ж;30-44;50.000 - 99.999;Горный;очень нравится;очень нравится
3289341349;нет;;М;> 60;50.000 - 99.999;Средне-Атлантический;;
3289334585;нет;;;;;;;
3289334511;нет;;Ж;45-60;150.000+;Тихоокеанский;;
3289322178;да;нет;Ж;30-44;25.000 - 49.999;Тихоокеанский;нравится;нравится
3289321600;да;нет;М;> 60;150.000+;Новая Англия;не знаю такого персонажа;не знаю такого персонажа
3289317542;да;да;М;30-44;;Средне-Атлантический;нравится;очень нравится
3289316592;нет;;Ж;30-44;50.000 - 99.999;Южно-Атлантический;;
3289311086;да;да;Ж;> 60;50.000 - 99.999;Южно-Атлантический;очень нравится;очень нравится
3289305272;нет;;;;;;;
3289302743;нет;;М;45-60;50.000 - 99.999;Тихоокеанский;;
3289301976;нет;;Ж;45-60;0 - 24.999;Новая Англия;;
3289282741;нет;;Ж;30-44;25.000 - 49.999;Юго-Западный центральный;;
3289281855;да;;;;;;;
3289279767;нет;;Ж;18-29;25.000 - 49.999;Северо-Восточный центральный;;
3289274314;да;да;М;> 60;50.000 - 99.999;Юго-Западный центральный;очень нравится;нравится
3289274207;нет;;Ж;30-44;;Юго-Западный центральный;;
3289262699;да;нет;Ж;30-44;50.000 - 99.999;Северо-Восточный центральный;очень нравится;очень нравится
3289262511;да;нет;М;18-29;25.000 - 49.999;Тихоокеанский;очень нравится;очень нравится
3289242777;нет;;Ж;30-44;100.000 - 149.999;Северо-Западный центральный;;
3289236782;да;да;М;30-44;;Средне-Атлантический;не знаю такого персонажа;нравится
3289198607;да;нет;М;18-29;25.000 - 49.999;Новая Англия;очень нравится;очень нравится
3289179421;нет;;Ж;30-44;50.000 - 99.999;Южно-Атлантический;;
3289178815;да;;;;;;;
3289177383;да;да;М;30-44;100.000 - 149.999;Новая Англия;очень нравится;очень нравится
3289172932;нет;;Ж;45-60;50.000 - 99.999;Южно-Атлантический;;
3289156917;да;да;М;30-44;100.000 - 149.999;Средне-Атлантический;очень нравится;очень нравится
3289153001;да;нет;;;;;отношусь нейтрально;не нравится
3289148779;да;нет;М;> 60;50.000 - 99.999;Северо-Западный центральный;отношусь нейтрально;не нравится
3289112999;да;нет;Ж;45-60;150.000+;Южно-Атлантический;очень нравится;очень нравится
3289095873;да;нет;Ж;> 60;100.000 - 149.999;Горный;отношусь нейтрально;нравится
3289069642;да;да;М;30-44;;Южно-Атлантический;очень нравится;очень нравится
3289064086;да;нет;Ж;30-44;;Средне-Атлантический;очень нравится;нравится
3289054324;да;да;М;30-44;150.000+;Северо-Восточный центральный;очень нравится;нравится
3289049751;да;нет;Ж;45-60;;Новая Англия;очень нравится;нравится
3289032654;нет;;Ж;45-60;150.000+;Новая Англия;;
3288941294;да;да;М;30-44;150.000+;Южно-Атлантический;очень нравится;очень нравится
3288846487;да;да;М;> 60;;Средне-Атлантический;очень нравится;нравится
3288826742;нет;;Ж;18-29;0 - 24.999;Тихоокеанский;;
3288823234;нет;;Ж;30-44;50.000 - 99.999;Тихоокеанский;;
3288802482;да;да;Ж;> 60;;Южно-Атлантический;нравится;очень нравится
3288793006;да;да;Ж;> 60;50.000 - 99.999;Горный;очень нравится;очень нравится
3288777560;да;да;М;18-29;25.000 - 49.999;Тихоокеанский;очень нравится;не нравится
3288772244;да;нет;Ж;18-29;;Северо-Восточный центральный;отношусь нейтрально;нравится
3288771826;да;нет;Ж;30-44;150.000+;Северо-Восточный центральный;очень нравится;очень нравится
3288750443;да;да;М;45-60;0 - 24.999;Горный;очень нравится;очень нравится
3288741236;да;да;Ж;18-29;25.000 - 49.999;Горный;очень нравится;очень нравится
3288740386;да;нет;Ж;18-29;;Тихоокеанский;очень нравится;нравится
3288728912;да;да;Ж;45-60;50.000 - 99.999;Южно-Атлантический;нравится;очень нравится
3288723253;да;;;;;;;
3288722710;да;да;Ж;45-60;0 - 24.999;Новая Англия;очень нравится;очень нравится
3288719090;да;нет;Ж;18-29;25.000 - 49.999;Юго-Западный центральный;очень нравится;нравится
3288718743;да;да;Ж;18-29;150.000+;Тихоокеанский;очень нравится;нравится
3288714827;да;да;Ж;30-44;0 - 24.999;Тихоокеанский;очень нравится;очень нравится
3288714697;да;нет;Ж;18-29;0 - 24.999;Северо-Западный центральный;нравится;нравится
3288713721;да;нет;Ж;18-29;0 - 24.999;Тихоокеанский;очень нравится;нравится
3288713570;да;да;Ж;45-60;100.000 - 149.999;Южно-Атлантический;очень нравится;очень нравится
3288712832;да;да;Ж;45-60;25.000 - 49.999;Северо-Западный центральный;очень нравится;нравится
3288704807;да;да;М;45-60;100.000 - 149.999;Тихоокеанский;нравится;очень нравится
3288702291;да;да;М;30-44;150.000+;Тихоокеанский;очень нравится;очень нравится
3288700554;да;нет;Ж;45-60;25.000 - 49.999;Тихоокеанский;очень нравится;нравится
3288699973;нет;;Ж;30-44;0 - 24.999;Северо-Восточный центральный;;
3288698545;нет;;Ж;> 60;0 - 24.999;Средне-Атлантический;;
3288698085;да;да;Ж;> 60;25.000 - 49.999;Тихоокеанский;очень нравится;очень нравится
3288697760;да;нет;Ж;18-29;100.000 - 149.999;Северо-Восточный центральный;очень нравится;очень нравится
3288696158;нет;;М;> 60;100.000 - 149.999;Тихоокеанский;;
3288694272;нет;;Ж;18-29;0 - 24.999;Северо-Западный центральный;;
3288690295;да;да;М;> 60;;Горный;очень нравится;очень нравится
3288689621;нет;;Ж;18-29;;Северо-Восточный центральный;;
3288687502;да;да;Ж;18-29;50.000 - 99.999;Тихоокеанский;очень нравится;нравится
3288685641;да;да;Ж;30-44;50.000 - 99.999;Юго-Западный центральный;очень нравится;нравится
3288683262;нет;;Ж;45-60;50.000 - 99.999;Тихоокеанский;;
3288683105;да;да;М;18-29;;Южно-Атлантический;нравится;очень нравится
3288682774;да;;;;;;;
3288682656;да;да;Ж;30-44;50.000 - 99.999;Новая Англия;очень нравится;отношусь нейтрально
3288678886;да;нет;Ж;18-29;100.000 - 149.999;Северо-Восточный центральный;очень нравится;очень нравится
3288675923;да;да;Ж;18-29;;Юго-Западный центральный;очень нравится;очень нравится
3288672490;да;нет;Ж;18-29;50.000 - 99.999;Тихоокеанский;очень нравится;очень нравится
3288672409;да;да;Ж;18-29;;Тихоокеанский;очень нравится;очень нравится
3288672197;нет;;Ж;18-29;150.000+;Средне-Атлантический;;
3288671359;да;да;Ж;18-29;25.000 - 49.999;Горный;очень нравится;нравится
3288671328;да;да;Ж;18-29;0 - 24.999;Новая Англия;очень нравится;не нравится
3288670345;да;да;Ж;30-44;;Тихоокеанский;очень нравится;очень нравится
3288668791;да;да;Ж;18-29;150.000+;Северо-Западный центральный;очень нравится;очень нравится
3288668404;нет;;Ж;30-44;25.000 - 49.999;Северо-Восточный центральный;;
3288668176;да;да;М;30-44;50.000 - 99.999;Южно-Атлантический;нравится;нравится
3288666429;нет;;Ж;45-60;25.000 - 49.999;Средне-Атлантический;;
3288665797;нет;;М;> 60;25.000 - 49.999;Тихоокеанский;;
3288665355;да;;;;;;;
3288662617;нет;;Ж;30-44;;Тихоокеанский;;
3288660175;да;да;Ж;45-60;50.000 - 99.999;Тихоокеанский;нравится;нравится
3288657866;да;нет;Ж;> 60;0 - 24.999;Тихоокеанский;очень нравится;очень нравится
3288657113;да;да;Ж;18-29;25.000 - 49.999;Северо-Восточный центральный;отношусь нейтрально;нравится
3288653945;да;;;;;;;
3288653548;да;да;М;> 60;50.000 - 99.999;Юго-Западный центральный;нравится;нравится
3288653332;нет;;Ж;45-60;0 - 24.999;Южно-Атлантический;;
3288653149;да;да;Ж;18-29;150.000+;Северо-Восточный центральный;очень нравится;очень нравится
3288650455;да;да;Ж;45-60;;Северо-Восточный центральный;очень нравится;очень нравится
3288649171;нет;;М;30-44;;Юго-Западный центральный;;
3288647913;да;да;Ж;30-44;50.000 - 99.999;Юго-Восточный центральный;очень нравится;очень нравится
3288647623;да;нет;М;45-60;150.000+;Южно-Атлантический;очень нравится;очень нравится
3288644592;да;да;Ж;18-29;0 - 24.999;Юго-Западный центральный;очень нравится;нравится
3288644163;да;да;М;30-44;50.000 - 99.999;Юго-Восточный центральный;очень нравится;очень нравится
3288641278;нет;;М;> 60;100.000 - 149.999;Юго-Западный центральный;;
3288639879;нет;;Ж;> 60;50.000 - 99.999;Тихоокеанский;;
3288639732;нет;;;;;;;
3288639377;да;да;Ж;30-44;100.000 - 149.999;Южно-Атлантический;очень нравится;очень нравится
3288638640;да;;;;;;;
3288635451;да;нет;М;> 60;25.000 - 49.999;Юго-Западный центральный;очень нравится;очень нравится
3288633861;нет;;Ж;18-29;25.000 - 49.999;Северо-Западный центральный;;
3288629979;да;нет;Ж;45-60;50.000 - 99.999;Тихоокеанский;очень нравится;очень нравится
3288627180;нет;;Ж;30-44;25.000 - 49.999;Юго-Западный центральный;;
3288625580;да;да;Ж;45-60;;Тихоокеанский;очень нравится;очень нравится
3288623870;да;да;Ж;45-60;;Юго-Восточный центральный;очень нравится;очень нравится
3288623420;нет;;М;> 60;50.000 - 99.999;Горный;;
3288623033;да;да;Ж;45-60;;Юго-Западный центральный;отношусь нейтрально;очень нравится
3288620198;да;да;Ж;30-44;25.000 - 49.999;Горный;очень нравится;нравится
3288618459;да;нет;Ж;45-60;100.000 - 149.999;Средне-Атлантический;очень нравится;нравится
3288617343;да;;;;;;;
3288617091;да;нет;М;18-29;100.000 - 149.999;Средне-Атлантический;очень нравится;нравится
3288614671;да;нет;Ж;45-60;50.000 - 99.999;Северо-Восточный центральный;очень нравится;отношусь нейтрально
3288614539;да;да;М;30-44;;Горный;очень нравится;очень нравится
3288614195;да;нет;Ж;18-29;25.000 - 49.999;Тихоокеанский;отношусь нейтрально;отношусь нейтрально
3288613051;нет;;Ж;18-29;;Средне-Атлантический;;
3288609566;да;нет;Ж;18-29;25.000 - 49.999;Горный;очень нравится;нравится
3288608965;да;;;;;;;
